恒大世纪广场  精装修   看房方便  业主诚心出售,恒大世纪广场,西客站,3室1厅 ,109.0, 南 北 , 精装 ,27, 板楼,2,11,1550000.0,"14,221元/平",VR看装修 随时看房 
产权清晰，满五年，有产权地下室,丰润怡邻居,南辛庄,2室2厅 ,79.27, 南 , 其他 ,12, 板塔结合,1, 7个月以前发布,1290000.0,"16,274元/平",VR看装修 房本满五年 随时看房 
成熟小区 配套齐全  中楼层 生活起居方便,匡山小区,匡山区,2室1厅 ,59.87, 南 , 其他 ,6, 板楼,3, 9个月以前发布,780000.0,"13,029元/平",VR看装修 房本满五年 随时看房 
阳光100国际新城B区 3室1厅 东北,阳光100国际新城B区,阳光100区,3室1厅 ,101.28, 东北 , 其他 ,18, 塔楼,3, 2个月以前发布,1600000.0,"15,798元/平",VR看装修 房本满五年 随时看房 
泉城花园  双卧朝阳  证过五年 双气  成熟社区,泉城花园,匡山区,2室2厅 ,111.8, 南 北 , 简装 ,7, 板楼,45, 一年前发布,1150000.0,"10,287元/平",VR看装修 房本满五年 随时看房 
满五年大三居，精装修，随时看房,阳光100国际新城B区,阳光100区,3室2厅 ,101.28, 东北 , 精装 ,18, 塔楼,54, 一年前发布,1580000.0,"15,601元/平",VR看装修 房本满五年 随时看房 
电梯房，户型方正，楼下就是纬十校区，即买即住,顺祥新区,西市场,3室2厅 ,104.97, 南 西 北 , 精装 ,21, 板楼,18, 11个月以前发布,1550000.0,"14,767元/平",VR看装修 房本满五年 随时看房 
满五唯一，一室一厅，煤炭局宿舍，公摊少,张庄路102-1号,中大槐树,1室1厅 ,58.65, 南 , 其他 ,6, 板楼,0, 一年前发布,680000.0,"11,595元/平",VR看装修 房本满两年 随时看房 
省立医院 人民医院 西市场 嘉华   视野采光好,东方新天地,西市场,2室1厅 ,133.95, 南 北 , 其他 ,18, 板塔结合,0, 6个月以前发布,1920000.0,"14,334元/平",VR看装修 房本满两年 随时看房 
天然气暖气双气都有，机车大厂两室近省立医院西市场！,槐村街7到9号,中大槐树,2室1厅 ,68.18, 南 北 , 毛坯 ,5, 板楼,4, 一年前发布,980000.0,"14,374元/平",VR看装修 房本满五年 随时看房 
精装三居室格局好，前无遮挡，交通便利全明户型,阳光100国际新城D区,阳光100区,3室2厅 ,103.11, 南 北 , 精装 ,9, 板楼,63, 一年前发布,2100000.0,"20,367元/平",VR看装修 房本满五年 随时看房 
三室朝阳 客厅朝东，采光好，视野好 近路出行方便,阳光100国际新城T区,阳光100区,3室2厅 ,140.88, 东南 , 精装 ,30, 塔楼,0, 一年前发布,2350000.0,"16,681元/平",VR看装修 房本满五年 随时看房 
中建锦绣蘭庭 3室1厅 南 北,中建锦绣蘭庭,西客站,3室1厅 ,100.07, 南 北 , 其他 ,32, 板楼,1,15,1450000.0,"14,490元/平",VR房源 随时看房 
.此房满五唯一，采光好，诚心出售，看房方便,南沙小区东区,匡山区,2室2厅 ,76.71, 南 , 简装 ,5, 板楼,2, 8个月以前发布,700000.0,"9,126元/平",VR看装修 房本满两年 随时看房 
此房满五唯一 ，唯一户型，可贷款,泉城花园,匡山区,1室1厅 ,74.24, 南 , 其他 ,7, 板楼,5, 8个月以前发布,990000.0,"13,336元/平",VR看装修 房本满五年 随时看房 
阳光100国际新城A区 3室2厅 东南,阳光100国际新城A区,阳光100区,3室2厅 ,126.0, 东南 , 其他 ,12, 板塔结合,1,13,2600000.0,"20,635元/平",VR看装修 随时看房 
阳光100三居室，户型方正，无遮挡！,阳光100国际新城C区,阳光100区,3室2厅 ,105.84, 东北 , 简装 ,16, 板塔结合,5, 4个月以前发布,1640000.0,"15,496元/平",VR看装修 房本满五年 随时看房 
群盛华城 1室2厅 南,群盛华城,西市场,1室2厅 ,49.0, 南 , 其他 ,4, 板楼,3,13,830000.0,"16,939元/平",VR房源 随时看房 
泉城花园 两室一厅 电梯 双气 可贷款,泉城花园,匡山区,2室1厅 ,83.41, 南 北 , 简装 ,12, 板楼,5, 7个月以前发布,1120000.0,"13,428元/平",VR看装修 房本满五年 随时看房 
汇馨祥和苑 低楼层好房，诚心出售，价格合适,汇馨祥和苑,匡山区,2室1厅 ,63.9, 南 , 简装 ,7, 塔楼,4, 8个月以前发布,839000.0,"13,130元/平",VR看装修 房本满五年 随时看房 
北小辛庄东街 1室1厅 东 西,北小辛庄东街,和谐广场,1室1厅 ,56.13, 东 西 , 简装 ,7, 板楼,2,18,670000.0,"11,937元/平",VR房源 房本满五年 
经十路和谐 省立医院西 电梯 双气 全明户型,德裕家园一区,西市场,2室2厅 ,78.86, 南 北 , 简装 ,27, 板塔结合,5,27,1230000.0,"15,598元/平",VR看装修 房本满两年 
此房满五年，看房方便 楼层好 视野好 客厅很大,阳光100国际新城E区,阳光100区,2室2厅 ,110.17, 东 , 简装 ,18, 塔楼,3,24,1480000.0,"13,434元/平",VR看装修 房本满五年 
南北通透  精装两室 证满两年 诚心出售,绿地国际花都,腊山,2室2厅 ,92.58, 南 北 , 精装 ,24, 板楼,1,20,1250000.0,"13,502元/平",近地铁 VR看装修 房本满两年 随时看房 
楼层好 视野好  精装修  方便看房,路劲御景城,中大槐树,1室1厅 ,47.98, 南 , 精装 ,18, 板楼,2,25,780000.0,"16,257元/平",近地铁 VR看装修 房本满五年 
和谐广场商圈阳光100三室 配套设施齐全视野开阔采光好,阳光100国际新城G区,阳光100区,2室2厅 ,135.26, 南 , 精装 ,26, 板塔结合,2,25,2020000.0,"14,935元/平",VR看装修 房本满五年 
营市西街 价格合适价格合适 《店长推荐》,营市西街,营市街,2室0厅 ,52.17, 南 北 , 精装 ,5, 板楼,14,23,680000.0,"13,035元/平",VR看装修 房本满五年 
西市场市华联，两室一厅，低楼层，进出方便诚意售,昆仑街,西市场,2室1厅 ,62.51, 南 , 简装 ,7, 板楼,0,20,800000.0,"12,798元/平",VR看装修 房本满五年 
成熟社区，小区位置好，出门经十路，楼层好,荣祥花园,腊山,3室2厅 ,117.0, 南 , 其他 ,6, 板楼,2, 5个月以前发布,1780000.0,"15,214元/平",近地铁 VR房源 随时看房 
五室两厅  采光好 看房方便 有钥匙,匡山小区,匡山区,5室2厅 ,178.73, 南 , 其他 ,5, 板楼,6, 一年前发布,2200000.0,"12,310元/平",VR看装修 随时看房 
诚心出售+金色阳光+电梯房+双气，,路劲御景城,中大槐树,2室2厅 ,86.64, 南 , 其他 ,15, 板楼,0,14,1500000.0,"17,314元/平",近地铁 VR看装修 房本满五年 
香桔市双气电梯房可贷款的小户型房龄新,香桔市,营市街,1室1厅 ,43.89, 南 , 其他 ,11, 板楼,1,10,550000.0,"12,532元/平",VR看装修 房本满两年 
两室一厅 好楼层 有个小房 房产证满五年且唯一,明星小区北区,腊山,2室1厅 ,63.07, 南 , 简装 ,6, 板楼,4,10,650000.0,"10,307元/平",VR看装修 房本满五年 
地处繁华地段 出门就是华联 楼下有公交站,纬八路51到312号,省立医院,2室2厅 ,78.02, 东 , 其他 ,6, 板楼,1,10,850000.0,"10,895元/平",VR看装修 房本满五年 
路劲御景城 2室2厅 南 北,路劲御景城,中大槐树,2室2厅 ,94.94, 南 北 , 其他 ,22, 板楼,2,15,1560000.0,"16,432元/平",近地铁 VR看装修 房本满两年 
西市场 新社区 小两室 总价低 中间楼层采光好,顺祥新区,西市场,2室1厅 ,60.34, 南 , 简装 ,21, 板楼,3,10,800000.0,"13,259元/平",VR看装修 房本满五年 
万达大观园中山省立经五路陪读有电梯看房方便,纬九路,西市场,2室1厅 ,72.26, 南 北 , 简装 ,6, 板楼,0,9,1100000.0,"15,223元/平",VR房源 房本满五年 
闫铁宿舍 1室1厅 南 北,闫铁宿舍,中大槐树,1室1厅 ,55.99, 南 北 , 简装 ,5, 板楼,0,15,740000.0,"13,217元/平",VR看装修 房本满两年 
南北卧通透户型看房方便整体合适,保利中心华府,西市场,2室2厅 ,97.32, 南 北 , 精装 ,31, 板楼,1,10,1750000.0,"17,982元/平",VR看装修 房本满两年 
济南饭店宿舍 2室1厅 南,济南饭店宿舍,西市场,2室1厅 ,68.61, 南 , 简装 ,5, 板楼,0,11,1000000.0,"14,576元/平",VR看装修 房本满两年 
连城水岸，中间楼层，有地下室，楼间距大，采光好,连城水岸,段店,2室2厅 ,95.38, 南 , 其他 ,18, 板楼,0,10,1500000.0,"15,727元/平",VR看装修 房本满五年 
绿园小区小户型，南向采光充足，证满两年免增值税,绿园小区,南辛庄,2室1厅 ,44.07, 南 , 其他 ,5, 板楼,1,13,750000.0,"17,019元/平",VR看装修 房本满两年 
纬十二路 路劲御景城 精装婚房 随时看房,路劲御景城,中大槐树,2室2厅 ,94.94, 南 北 , 精装 ,22, 板楼,3,10,1650000.0,"17,380元/平",近地铁 VR看装修 房本满两年 
匡山小区 双气 一楼带院 配套齐全 诚心出售,匡山小区,匡山区,2室1厅 ,61.77, 南 , 其他 ,5, 板楼,2,15,870000.0,"14,085元/平",近地铁 VR房源 房本满五年 
阳光100国际新城G区 2室2厅 东北,阳光100国际新城G区,阳光100区,2室2厅 ,95.82, 东北 , 精装 ,23, 板楼,0,22,1600000.0,"16,698元/平",VR看装修 随时看房 
九年，两卧客厅朝阳，有钥匙，一整天采光刺眼，高绿化,恒大雅苑,西客站,2室1厅 ,87.03, 南 北 , 精装 ,31, 板楼,5,25,1175000.0,"13,502元/平",近地铁 VR房源 随时看房 
出行方便 视野开阔 采光充足 带地下室,美里新居,美里湖,2室1厅 ,80.01, 南 北 , 简装 ,7, 板楼,1,23,1150000.0,"14,374元/平",VR看装修 随时看房 
阳光100国际新城T区 3室1厅 东南,阳光100国际新城T区,阳光100区,3室1厅 ,141.49, 东南 , 精装 ,27, 塔楼,1,17,2150000.0,"15,196元/平",VR看装修 
精装修采光良好客厅卧室朝阳 精装修有车位有储藏室,中建锦绣蘭庭,西客站,3室1厅 ,105.98, 南 , 精装 ,31, 板楼,5,21,1500000.0,"14,154元/平",VR看装修 随时看房 
恒大精装2室 采光视野好 配套齐全 步行宜家迪卡侬,恒大世纪广场,西客站,2室2厅 ,88.39, 南 北 , 精装 ,32, 板楼,1,19,1190000.0,"13,464元/平",VR看装修 随时看房 
店长推荐 省直房改 电梯房 复式 单位精装房 视野好！,山东省立医院二宿舍,省立医院,4室1厅 ,149.01, 南 , 精装 ,32, 塔楼,7, 3个月以前发布,2820000.0,"18,925元/平",VR房源 房本满五年 随时看房 
经十路上园林小区、康养宜居天然美景,蓝石大溪地,经十西路,1室1厅 ,74.61, 南 , 毛坯 ,18, 板楼,5, 2个月以前发布,780000.0,"10,455元/平",VR看装修 房本满两年 随时看房 
保利大三居满两年无大税新装自住随时看房,保利中心华府,西市场,3室2厅 ,135.12, 南 北 , 精装 ,34, 板楼,8, 3个月以前发布,2450000.0,"18,133元/平",VR看装修 房本满两年 随时看房 
龙湖洋房，公摊小，南北通透，环境好，业主诚意出售。,龙湖名景台,西客站,3室1厅 ,130.43, 南 北 , 毛坯 ,11, 板楼,26, 5个月以前发布,2270000.0,"17,404元/平",VR看装修 房本满两年 随时看房 
阳光100五期 精装修 户型方正好用,阳光100国际新城K区,阳光100区,2室1厅 ,80.35, 北 , 其他 ,18, 板塔结合,11, 一年前发布,1320000.0,"16,429元/平",VR看装修 房本满两年 随时看房 
《店长推荐》户型方正，采光无影响，诚心出售看房方便,铁配路7号,段店,2室2厅 ,109.0, 南 北 , 其他 ,6, 板楼,0, 一年前发布,1120000.0,"10,276元/平",VR看装修 房本满五年 随时看房 
店长推荐 舜承苑 经十路 业主诚心出售,舜承苑,南辛庄,3室1厅 ,75.97, 南 , 其他 ,6, 板楼,22, 11个月以前发布,900000.0,"11,847元/平",VR看装修 房本满五年 随时看房 
阳光100南北通透两居+一梯两户+有地下室,阳光100国际新城G区,阳光100区,2室2厅 ,116.09, 南 北 , 精装 ,18, 板楼,22, 一年前发布,2000000.0,"17,229元/平",VR看装修 房本满五年 随时看房 
汇馨祥和苑一室南向 采光好 多层公摊小 带地下室,汇馨祥和苑,匡山区,1室1厅 ,42.0, 南 , 简装 ,7, 塔楼,7, 一年前发布,550000.0,"13,096元/平",VR看装修 房本满五年 随时看房 
金科城 3室2厅 南 北,金科城,西客站,3室2厅 ,116.53, 南 北 , 精装 ,33, 板楼,5, 1个月以前发布,1600000.0,"13,731元/平",VR看装修 房本满五年 随时看房 
经十路法院宿舍 三室两厅 两室朝阳 南北通透,经十路26059,段店,3室1厅 ,83.94, 南 北 , 简装 ,6, 板楼,1, 1个月以前发布,1030000.0,"12,271元/平",VR看装修 房本满两年 随时看房 
经十路地铁口   全明2室  南北通透 不沿街 不靠路,怡心苑,阳光100区,2室2厅 ,96.44, 南 北 , 简装 ,5, 板楼,74, 一年前发布,1450000.0,"15,036元/平",VR房源 房本满五年 随时看房 
东红庙宿舍，两室朝阳，双气，南北通透,东红庙北路11号,段店,2室2厅 ,109.0, 南 北 , 简装 ,6, 板楼,4, 一年前发布,1150000.0,"10,551元/平",VR看装修 房本满五年 随时看房 
单位宿舍   带小房   双气   南北卧室  看房方便,匡山小区,匡山区,2室1厅 ,62.0, 南 北 , 简装 ,5, 板楼,1, 1个月以前发布,700000.0,"11,291元/平",近地铁 VR看装修 房本满五年 随时看房 
槐园花园电梯房分摊少营东位置交通都方便,槐苑花园,儿童医院,3室2厅 ,144.0, 南 北 , 其他 ,11, 板楼,0,9,2600000.0,"18,056元/平",VR看装修 随时看房 
经七路西口  南向小户型   大院停车   交通便利,经七路,和谐广场,2室1厅 ,63.81, 南 , 精装 ,6, 板楼,29, 一年前发布,750000.0,"11,754元/平",VR看装修 房本满五年 随时看房 
机床二厂路单位宿舍 简装 双气正常使用 户型方正,绿园小区,南辛庄,2室2厅 ,114.0, 南 北 , 简装 ,6, 板楼,26, 一年前发布,1460000.0,"12,808元/平",VR看装修 房本满五年 随时看房 
西市场 小三室 配套全 中间楼层,昆仑街,西市场,3室1厅 ,68.49, 南 北 , 简装 ,5, 板楼,16, 一年前发布,880000.0,"12,849元/平",VR看装修 房本满五年 随时看房 
正规两室一厅  看房方便 有钥匙,舜承苑西区,南辛庄,2室1厅 ,66.91, 南 北 , 简装 ,4, 板楼,13, 一年前发布,850000.0,"12,704元/平",VR看装修 房本满五年 随时看房 
恒大金碧新城一期精装两室 满二清晰诚心出售变现,恒大金碧新城,西客站,2室1厅 ,87.51, 南 北 , 精装 ,26, 板楼,25, 8个月以前发布,1200000.0,"13,713元/平",VR看装修 房本满两年 随时看房 
卢浮公馆三室两厅！精装修！南北通透近省立医院和谐！,卢浮公馆,西市场,3室2厅 ,138.04, 南 北 , 精装 ,33, 板楼,25, 8个月以前发布,2690000.0,"19,488元/平",VR看装修 房本满五年 随时看房 
正规2室，一梯三户，南北通透，采光充足,美里新居,美里湖,2室1厅 ,74.43, 南 北 , 其他 ,7, 板楼,1, 6个月以前发布,850000.0,"11,421元/平",VR看装修 房本满五年 随时看房 
刘堂小区 2室2厅 南 北,刘堂小区,段店,2室2厅 ,80.36, 南 北 , 其他 ,6, 板楼,6, 8个月以前发布,840000.0,"10,453元/平",近地铁 VR看装修 房本满五年 随时看房 
万科物业 精装修 四室朝阳  双阳台 大客厅 随时看,西城济水上苑,西客站,4室1厅 ,178.35, 南 北 , 精装 ,31, 板楼,8, 3个月以前发布,2680000.0,"15,027元/平",VR看装修 房本满两年 随时看房 
花都精装两室 高楼层 采光充足 无遮挡 花园小区环境好,绿地国际花都,腊山,2室1厅 ,85.81, 南 , 精装 ,24, 板楼,12, 9个月以前发布,960000.0,"11,188元/平",近地铁 VR看装修 房本满两年 随时看房 
西市场，华联商厦，交通方便，，正常首付,昆仑街,西市场,2室1厅 ,54.13, 东 , 其他 ,6, 板楼,35, 一年前发布,525000.0,"9,699元/平",近地铁 VR看装修 房本满两年 随时看房 
精装两室，中楼层，业主急售，无遮挡,海亮艺术华府,西客站,2室2厅 ,86.4, 南 北 , 精装 ,22, 板楼,0, 2个月以前发布,1340000.0,"15,510元/平",VR看装修 房本满两年 随时看房 
金科城  户型方正边户  采光好  户型方正看房随时,金科城,西客站,3室2厅 ,100.9, 南 北 , 其他 ,32, 板楼,7, 5个月以前发布,1380000.0,"13,677元/平",VR看装修 房本满五年 随时看房 
此房房产证满两年，业主诚心出售采光视野很好通风好,绿地国际花都,腊山,2室2厅 ,85.61, 南 , 简装 ,32, 板楼,1, 一年前发布,960000.0,"11,214元/平",近地铁 VR看装修 房本满五年 随时看房 
花园小区，楼层好，视野开阔，采光足，精装修带地下室,绿地国际花都,腊山,2室2厅 ,84.5, 南 , 精装 ,32, 板楼,9, 4个月以前发布,960000.0,"11,361元/平",近地铁 VR看装修 房本满五年 随时看房 
济水三室  产权清晰 万科物业好 生活方便,西城济水上苑,西客站,2室1厅 ,120.33, 南 北 , 毛坯 ,29, 板楼,1, 2个月以前发布,1500000.0,"12,466元/平",近地铁 VR看装修 房本满两年 随时看房 
万科物业 ，采光好，生活方便，24小时安保，楼层好,西城济水上苑,西客站,3室2厅 ,122.58, 南 北 , 毛坯 ,33, 板楼,12, 2个月以前发布,1690000.0,"13,787元/平",VR看装修 房本满两年 随时看房 
西市场 人民医院 嘉华购物 双气 两室朝阳 满五唯一,纬十一路188到351号,西市场,2室1厅 ,77.12, 南 北 , 简装 ,6, 板楼,4, 一年前发布,990000.0,"12,838元/平",VR看装修 房本满五年 随时看房 
美里新居 1室1厅 南,美里新居,美里湖,1室1厅 ,62.24, 南 , 简装 ,7, 板楼,4, 5个月以前发布,720000.0,"11,569元/平",VR看装修 房本满五年 随时看房 
精装两室户型好 采光充足 东西向落地窗 看房方便,阳光100国际新城F区,阳光100区,2室2厅 ,104.29, 东 西 , 简装 ,10, 板楼,29, 一年前发布,1480000.0,"14,192元/平",VR看装修 房本满五年 随时看房 
