低楼层，南北通透，户型好，采光好！,青年东路5号院,文化西路,3室1厅 ,74.68, 南 北 , 简装 ,5, 板楼,22, 1个月以前发布,1920000.0,"25,710元/平",VR看装修 房本满五年 随时看房 
大明湖曲水亭街大院传达院里有泉，适合养老居住,西公界街2号院,明湖区,3室1厅 ,98.15, 南 北 , 简装 ,3, 板楼,9, 5个月以前发布,3000000.0,"30,566元/平",VR看装修 房本满两年 
急售！县东巷大明湖单位宿舍独立大院有小房！,明湖小区东区三区,明湖区,3室2厅 ,146.84, 南 北 , 精装 ,6, 板楼,62, 3个月以前发布,2450000.0,"16,685元/平",VR看装修 房本满五年 
房龄新，低楼层，与黑虎泉为邻。,东青龙街住宅,青后,2室1厅 ,72.31, 南 北 , 简装 ,6, 板楼,9, 2个月以前发布,1870000.0,"25,861元/平",VR看装修 房本满两年 
西江华府 3室1厅 南 北,西江华府,旅游路,3室1厅 ,138.0, 南 北 , 其他 ,19, 板楼,3,14,4200000.0,"30,435元/平",VR看装修 
保利华庭精装三居室 历下区 配套齐全,保利华庭,化纤厂路,3室2厅 ,123.55, 南 北 , 精装 ,34, 板楼,43, 5个月以前发布,2690000.0,"21,773元/平",近地铁 VR看装修 房本满五年 
精装修 三室两厅两卫  中间楼层  好房子,尚品燕园,盛福,3室2厅 ,126.55, 南 北 , 精装 ,33, 板楼,24, 3个月以前发布,2380000.0,"18,807元/平",近地铁 VR看装修 房本满两年 
齐鲁医院省中医 两室一厅 中间楼层 装修不错 全明户型,南圩门外街,文化西路,2室1厅 ,68.72, 南 北 , 其他 ,6, 板楼,3, 1个月以前发布,1720000.0,"25,030元/平",VR看装修 房本满五年 
单价总价低  齐鲁医院 大润发 着急卖,棋盘小区四区,佛山街,2室1厅 ,61.74, 南 , 其他 ,7, 板楼,54, 一年前发布,1000000.0,"16,197元/平",VR看装修 房本满两年 
财富中心精装修三居室，婚房未住，位置优越，随时看房,财富中心,银座花园,3室2厅 ,100.87, 南 , 精装 ,32, 板楼,24, 8个月以前发布,3260000.0,"32,319元/平",VR看装修 房本满两年 
历山路水利厅宿舍司里街解放路十亩园五 中 价格可议！,历山路129号,青后,3室1厅 ,70.38, 南 , 其他 ,5, 板楼,12, 一年前发布,1800000.0,"25,576元/平",VR看装修 房本满五年 
大落地窗 采光充足 品质小区 带20万精装修 带地下室,绿城百合花园,盛福,3室2厅 ,108.0, 南 北 , 精装 ,20, 板楼,104, 一年前发布,2850000.0,"26,389元/平",VR看装修 房本满两年 
店长推荐 玺园别墅 毛坯 400平大院  提前预约,海尔绿城全运村玺园,奥体中心,5室2厅 ,384.16, 南 北 , 其他 ,2, 暂无数据,36, 9个月以前发布,39000000.0,"101,521元/平",VR房源 房本满两年 
房龄新，低楼层，与黑虎泉为邻。,东青龙街住宅,青后,2室1厅 ,72.31, 南 北 , 简装 ,6, 板楼,9, 2个月以前发布,1870000.0,"25,861元/平",VR看装修 房本满两年 
市政奥体南 颐馨苑精装 四室大平层 东户视野好 诚售,颐馨苑,奥体中心,4室2厅 ,183.89, 南 北 , 其他 ,17, 平房,7, 2个月以前发布,6150000.0,"33,444元/平",近地铁 VR看装修 房本满两年 
精装四室大平层，南北通透，视野好，采光充足,名士豪庭2区,浆水泉区,4室2厅 ,214.51, 南 北 , 精装 ,22, 板楼,59, 一年前发布,6100000.0,"28,437元/平",VR房源 房本满五年 
单位宿舍的房子， 经十路上 ，南北通透，一楼带院,千佛山路2号,文化西路,2室1厅 ,55.44, 南 北 , 简装 ,3, 板楼,48, 一年前发布,1380000.0,"24,892元/平",VR看装修 房本满五年 
历下区茗筑华府，浪潮团购房，精装小三居！,茗筑华府,化纤厂路,3室2厅 ,101.54, 南 西 北 , 简装 ,20, 板楼,25, 5个月以前发布,2140000.0,"21,076元/平",VR看装修 房本满两年 
低楼层   户型方正 南北通透 精装两室 带10平阳光房,燕子山西路44号,燕山,2室1厅 ,66.94, 南 北 , 其他 ,4, 板楼,39, 9个月以前发布,1720000.0,"25,695元/平",VR看装修 房本满五年 
花园小区 11层小高层  三面环山  有车位  有地下室,汇福山庄,凤山路,3室2厅 ,125.74, 南 北 , 其他 ,11, 板楼,15, 一年前发布,2400000.0,"19,088元/平",VR看装修 房本满两年 
龙奥全运村  精装山景大宅 方正通透三居 证满两年,海尔绿城全运村锦兰园,奥体中心,3室2厅 ,142.93, 南 北 , 其他 ,15, 板楼,6, 2个月以前发布,4850000.0,"33,933元/平",VR看装修 房本满两年 
尚品燕园精装三居室+中间楼层采光好+南北通透+视野好,尚品燕园,盛福,3室2厅 ,111.49, 南 北 , 精装 ,25, 板楼,54, 一年前发布,2150000.0,"19,285元/平",近地铁 VR看装修 房本满两年 
全运村百合园 满两年 位置好 采光好 诚心出售 带车位,海尔绿城全运村百合园,奥体中心,3室2厅 ,149.62, 南 北 , 其他 ,10, 板楼,7, 3个月以前发布,5050000.0,"33,753元/平",VR看装修 房本满五年 
海尔绿城全运村玉兰公寓 2室2厅 北,海尔绿城全运村玉兰公寓,奥体中心,2室2厅 ,139.02, 北 , 其他 ,25, 塔楼,2, 5个月以前发布,2080000.0,"14,962元/平",VR房源 房本满五年 
历下区 奥体中路 绿城百合 精装三居  诚心出售,绿城百合花园,盛福,3室2厅 ,144.0, 北 南 , 精装 ,20, 板楼,47, 10个月以前发布,3250000.0,"22,570元/平",VR看装修 房本满两年 
省话剧院宿舍，大院，一楼带院， 济南市医院西邻,省话剧院宿舍,山大路,3室1厅 ,69.0, 南 北 , 简装 ,4, 板楼,12, 一年前发布,1980000.0,"28,696元/平",VR房源 房本满五年 
大院环境好，双气 ，大院传达，停车方便，中楼层,山大路212号,甸柳,2室2厅 ,72.85, 南 北 , 简装 ,5, 板楼,1, 一年前发布,1850000.0,"25,395元/平",VR看装修 房本满五年 
奥体西路 历下区 精装修 满二 采光充足 看房方便,泰悦赫府,化纤厂路,3室1厅 ,137.19, 南 北 , 精装 ,34, 板楼,18, 5个月以前发布,3060000.0,"22,305元/平",近地铁 VR看装修 房本满两年 
百合南区，不靠路，可贷款，看房方便,海尔绿城全运村百合园,奥体中心,3室2厅 ,146.84, 南 北 , 其他 ,10, 板楼,14, 3个月以前发布,4390000.0,"29,897元/平",近地铁 VR房源 房本满五年 
文东燕山+低楼层+全屋精装修带地暖阳光房 采光无遮挡,山师东路19号院,文化东路,3室1厅 ,60.81, 南 北 , 其他 ,5, 板楼,8, 3个月以前发布,1800000.0,"29,601元/平",VR看装修 房本满两年 
单独大院  中间楼层  户型方正,宏泰小区,文化东路,3室2厅 ,130.65, 南 北 , 其他 ,7, 板楼,7,10,3480000.0,"26,637元/平",VR看装修 
此房满两年，免高税，位置好，采光足，业主精装。,海尔绿城全运村锦兰园,奥体中心,3室2厅 ,164.69, 南 北 , 其他 ,18, 板楼,2, 2个月以前发布,6200000.0,"37,647元/平",VR看装修 房本满两年 
必看！历下高档社区+居住密度低+视野开阔+业主诚售,绿城百合花园,盛福,3室2厅 ,171.58, 南 北 , 精装 ,24, 板楼,0, 1个月以前发布,3990000.0,"23,255元/平",VR看装修 房本满五年 
下河涯街2号 2室1厅 南 北,下河涯街2号,青后,2室1厅 ,58.08, 南 北 , 其他 ,6, 板楼,2,11,1450000.0,"24,966元/平",VR房源 
历下华阳路三室南北通透中楼层电梯房采光充足,华阳新区,化纤厂路,3室2厅 ,101.97, 南 北 , 简装 ,21, 板楼,52, 9个月以前发布,1710000.0,"16,770元/平",VR看装修 房本满五年 
燕山立交桥 单位宿舍 房龄新 封闭式小区 电梯房,浆水泉路11号,燕山,6室3厅 ,239.59, 南 北 , 精装 ,12, 板楼,9, 6个月以前发布,7600000.0,"31,721元/平",VR房源 房本满五年 
奥体西路保利华庭中间楼层，简装三居室,保利华庭,化纤厂路,3室2厅 ,101.85, 南 北 , 简装 ,34, 板楼,45, 一年前发布,2350000.0,"23,074元/平",近地铁 VR看装修 房本满两年 
历下区，花园东路，采光视野棒，上学方便,泰悦赫府,化纤厂路,3室2厅 ,125.68, 南 , 精装 ,34, 板楼,10, 1个月以前发布,2650000.0,"21,086元/平",近地铁 VR房源 房本满两年 
保利物业，精装修，户型方正，拎包入住,保利华庭,化纤厂路,3室2厅 ,94.15, 南 , 精装 ,34, 板楼,54, 2个月以前发布,1940000.0,"20,606元/平",近地铁 VR看装修 房本满两年 
泰悦赫府 房龄新 户型好 业主诚心出售,泰悦赫府,化纤厂路,3室2厅 ,125.25, 南 北 , 精装 ,34, 板楼,23, 一年前发布,2760000.0,"22,036元/平",近地铁 VR看装修 房本满两年 
万科精装，舒适三居，采光好，诚心卖！,济南万科城,化纤厂路,3室2厅 ,95.82, 南 , 精装 ,26, 板楼,3, 1个月以前发布,2150000.0,"22,438元/平",近地铁 VR看装修 房本满两年 
万科精装三室，视野开阔，户型方正,济南万科城,化纤厂路,3室1厅 ,117.74, 南 , 其他 ,34, 板楼,8, 3个月以前发布,2900000.0,"24,631元/平",近地铁 VR看装修 房本满两年 
此房证满两年，高楼层，采光好，南北通透，R3地铁站,泰悦赫府,化纤厂路,2室2厅 ,91.05, 南 北 , 简装 ,34, 板楼,1, 4个月以前发布,1750000.0,"19,221元/平",近地铁 VR看装修 房本满两年 
历下区精装三居室好楼层业主诚意卖,花园小镇,化纤厂路,3室1厅 ,136.67, 南 , 精装 ,33, 板楼,4, 6个月以前发布,2700000.0,"19,756元/平",近地铁 VR房源 房本满两年 
济南万科城 3室2厅 南,济南万科城,化纤厂路,3室2厅 ,95.69, 南 , 其他 ,29, 板楼,1, 1个月以前发布,2400000.0,"25,081元/平",近地铁 VR看装修 房本满两年 
CBD北+万科城精装三室+证满两年+公立幼儿园,济南万科城,化纤厂路,3室2厅 ,96.25, 南 , 精装 ,34, 板楼,7, 1个月以前发布,2150000.0,"22,338元/平",近地铁 VR看装修 房本满两年 
泉城广场南边广电宿舍大院传达停车方便 诚意出售,广电宿舍,文化西路,3室1厅 ,110.29, 南 , 其他 ,5, 板楼,98, 一年前发布,2700000.0,"24,481元/平",VR看装修 房本满两年 
文化东路 电梯洋房  三室朝阳 二环东路  配套齐全,三箭吉祥苑,甸柳,4室2厅 ,230.97, 南 北 , 简装 ,12, 板楼,0,11,7000000.0,"30,307元/平",VR房源 
历下区有车位有地下室花园小区 CBD北万科保利商圈,凯旋公馆,化纤厂路,3室1厅 ,125.54, 东 南 北 , 精装 ,30, 板楼,16, 4个月以前发布,2510000.0,"19,994元/平",VR房源 房本满两年 
视野好，采光好，房子满二年，户型方正，有地铁口。,济南万科城,化纤厂路,3室2厅 ,109.19, 南 北 , 精装 ,34, 板楼,14, 1个月以前发布,2510000.0,"22,988元/平",近地铁 VR房源 房本满两年 
证满两年 从新装修 有地下室 采光好 诚心出售,济南万科城,化纤厂路,2室1厅 ,81.04, 南 , 其他 ,34, 板楼,25, 11个月以前发布,1850000.0,"22,829元/平",近地铁 VR看装修 房本满两年 
历下区 绿城百合 精装三居室 G户型,绿城百合花园,盛福,3室2厅 ,126.23, 南 北 , 其他 ,18, 板楼,24, 1个月以前发布,2890000.0,"22,895元/平",近地铁 VR看装修 房本满五年 
燕山盛世 精装修  两室朝阳 楼层好 视野开阔 光线好,燕山盛世,燕山,2室1厅 ,81.2, 南 , 精装 ,26, 板塔结合,38, 9个月以前发布,2080000.0,"25,616元/平",VR看装修 房本满两年 
房子保持好 看房方便 中高楼层,海尔绿城全运村百合园,奥体中心,3室2厅 ,145.57, 南 北 , 其他 ,18, 板楼,23, 5个月以前发布,4550000.0,"31,257元/平",VR看装修 房本满五年 
小区中间位置，前面无遮挡，精装修业主自住维护得很好,海尔绿城全运村百合园,奥体中心,3室2厅 ,147.05, 南 北 , 精装 ,18, 板楼,25, 5个月以前发布,4300000.0,"29,242元/平",VR看装修 房本满五年 
万科精装大三室，少数户型，房本满两年，业主成心出售,济南万科城,化纤厂路,3室1厅 ,141.02, 南 北 , 精装 ,29, 板楼,11, 5个月以前发布,3390000.0,"24,040元/平",近地铁 VR看装修 房本满两年 
单价总价低  齐鲁医院 大润发 着急卖,棋盘小区四区,佛山街,2室1厅 ,61.74, 南 , 其他 ,7, 板楼,54, 一年前发布,1000000.0,"16,197元/平",VR看装修 房本满两年 
建筑大学宿舍三室 省府大院一条街 户型方正采光好,山东建筑大学济王职工宿舍,燕山,3室2厅 ,91.37, 南 北 , 简装 ,6, 板楼,34, 一年前发布,1800000.0,"19,701元/平",VR看装修 房本满五年 
保利华庭精装三居室 历下区 配套齐全,保利华庭,化纤厂路,3室2厅 ,123.55, 南 北 , 精装 ,34, 板楼,43, 5个月以前发布,2690000.0,"21,773元/平",近地铁 VR看装修 房本满五年 
房子满五年 单位宿舍 两室朝阳 看房方便,青后小区四区,青后,2室1厅 ,53.0, 南 北 , 其他 ,6, 板楼,13, 3个月以前发布,1480000.0,"27,925元/平",VR看装修 房本满五年 
历山路水利厅宿舍司里街解放路十亩园五 中 价格可议！,历山路129号,青后,3室1厅 ,70.38, 南 , 其他 ,5, 板楼,12, 一年前发布,1800000.0,"25,576元/平",VR看装修 房本满五年 
大落地窗 采光充足 品质小区 带20万精装修 带地下室,绿城百合花园,盛福,3室2厅 ,108.0, 南 北 , 精装 ,20, 板楼,104, 一年前发布,2850000.0,"26,389元/平",VR看装修 房本满两年 
房子楼层合适  大院传达 南北通透 近齐鲁医院,舜亭苑,佛山街,2室1厅 ,64.44, 南 北 , 毛坯 ,6, 板楼,13, 一年前发布,1450000.0,"22,502元/平",VR看装修 房本满两年 
历下区茗筑华府，浪潮团购房，精装小三居！,茗筑华府,化纤厂路,3室2厅 ,101.54, 南 西 北 , 简装 ,20, 板楼,25, 5个月以前发布,2140000.0,"21,076元/平",VR看装修 房本满两年 
省医科院宿舍，房内有储藏室，有大院，好停车！,山东省医科院宿舍,文化西路,2室1厅 ,78.13, 南 , 简装 ,5, 板楼,12, 6个月以前发布,1820000.0,"23,295元/平",VR看装修 房本满五年 
齐鲁医院   趵突泉    泉城广场   小户型    楼层适中,趵突泉南路,佛山街,3室0厅 ,69.42, 南 北 , 其他 ,6, 板楼,2, 5个月以前发布,1600000.0,"23,049元/平",VR看装修 房本满五年 
文东燕山  精装修  总价低  停车方便,羊头峪东沟,文化东路,2室1厅 ,65.53, 南 北 , 其他 ,5, 板楼,0, 5个月以前发布,1500000.0,"22,891元/平",VR看装修 房本满五年 
大明湖畔，电梯房，有地下室，观景房,明湖小区东区二区,明湖区,3室2厅 ,97.46, 南 北 , 简装 ,6, 板楼,16, 7个月以前发布,2520000.0,"25,857元/平",VR看装修 房本满五年 
历下区，单位宿舍！大院停车！二楼！,华阳路,七里河,3室2厅 ,119.46, 南 北 , 精装 ,7, 板楼,16, 7个月以前发布,1800000.0,"15,068元/平",VR看装修 房本满五年 
位置紧挨CBD   双气50年产权   复式动静分离,蓝调国际,化纤厂路,2室1厅 ,108.07, 南 , 其他 ,30, 板楼,6, 3个月以前发布,1400000.0,"12,955元/平",VR房源 房本满两年 
省棉麻公司宿舍 2室2厅 南 北,省棉麻公司宿舍,环山,2室2厅 ,115.0, 南 北 , 其他 ,6, 板楼,8, 6个月以前发布,3100000.0,"26,957元/平",VR看装修 房本满五年 
历下双地铁+精装修+业主保养好+满两年无高税+诚售,绿城百合花园,盛福,3室2厅 ,144.15, 南 北 , 精装 ,18, 板楼,2, 9个月以前发布,3490000.0,"24,211元/平",VR看装修 房本满两年 
黄台南路历山路历山国际南北通透采光好,建元小区,花园路,3室2厅 ,107.26, 南 北 , 其他 ,6, 板楼,17, 一年前发布,1750000.0,"16,316元/平",近地铁 VR看装修 房本满五年 
历下区绿城百合花园 中间楼层 随时看房 诚心出售,绿城百合花园,盛福,3室2厅 ,142.25, 南 北 , 精装 ,18, 板楼,25, 一年前发布,3490000.0,"24,535元/平",近地铁 VR看装修 房本满两年 
花园路 山大路 馨园小区 中间楼层 三室两厅,馨园小区,花园路,3室2厅 ,126.3, 南 北 , 精装 ,7, 板楼,10, 一年前发布,2390000.0,"18,924元/平",VR看装修 房本满五年 
历下历山国际 两室朝阳带有地下室 户型方正,春天花园,花园路,2室2厅 ,95.55, 南 北 , 其他 ,7, 板楼,22, 10个月以前发布,1850000.0,"19,362元/平",近地铁 VR看装修 房本满五年 
银座花园三期 带露台 有地下室 精装大三居,银座花园,银座花园,3室2厅 ,174.32, 南 北 , 其他 ,10, 板楼,3, 3个月以前发布,5180000.0,"29,716元/平",VR看装修 房本满两年 
盛景家园 带着两个车位和44平地下室 精装满二中间楼层,盛景家园,盛福,4室2厅 ,210.0, 南 北 , 其他 ,9, 板塔结合,1,16,5950000.0,"28,334元/平",VR看装修 
历下区+精装地复式+百合样板间+一次未住+好房,绿城百合花园,盛福,4室2厅 ,339.23, 东 南 北 , 精装 ,18, 板楼,16, 11个月以前发布,7290000.0,"21,490元/平",VR房源 房本满五年 
此房南北通楼层好 视野无遮挡两室朝南卫生间有窗 诚售,科苑小区北区,祝甸,2室2厅 ,79.37, 南 北 , 简装 ,5, 板楼,5, 6个月以前发布,1230000.0,"15,498元/平",近地铁 VR看装修 房本满五年 
历下区 楼层好 采光充足无遮挡 客厅明厅 科苑小区北区,科苑小区北区,祝甸,2室2厅 ,88.41, 南 北 , 简装 ,6, 板楼,8, 一年前发布,1350000.0,"15,270元/平",VR看装修 房本满五年 
历下区，花园东路，采光视野棒，上学方便,泰悦赫府,化纤厂路,3室2厅 ,125.68, 南 , 精装 ,34, 板楼,10, 1个月以前发布,2650000.0,"21,086元/平",近地铁 VR房源 房本满两年 
此房证满两年，高楼层，采光好，南北通透，R3地铁站,泰悦赫府,化纤厂路,2室2厅 ,91.05, 南 北 , 简装 ,34, 板楼,1, 4个月以前发布,1750000.0,"19,221元/平",近地铁 VR看装修 房本满两年 
泰悦赫府 房龄新 户型好 业主诚心出售,泰悦赫府,化纤厂路,3室2厅 ,125.25, 南 北 , 精装 ,34, 板楼,23, 一年前发布,2760000.0,"22,036元/平",近地铁 VR看装修 房本满两年 
