精装两室不沿街 全福立交桥两室两厅全明户型 客厅朝南,路劲东城,全福区,2室2厅 ,82.94, 南 , 精装 ,33, 板楼,10, 1个月以前发布,1280000.0,"15,433元/平",VR看装修 房本满两年 随时看房 
新上，大三室，中间楼层，精装修,名辉豪庭,还乡店,3室2厅 ,131.11, 南 , 精装 ,30, 板楼,10, 7个月以前发布,2300000.0,"17,543元/平",VR看装修 房本满两年 
外国语旁小高 138平大4室 精装 全天采光,中海华山珑城,华山,4室2厅 ,137.0, 南 , 精装 ,18, 板楼,19, 10个月以前发布,1950000.0,"14,234元/平",VR看装修 房本满两年 
汇科旺园 2室2厅 南,汇科旺园,洪家楼,2室2厅 ,114.14, 南 , 精装 ,18, 板塔结合,1,19,1780000.0,"15,595元/平",VR房源 房本满两年 
万虹广场 1室1厅 南,万虹广场,王舍人,1室1厅 ,55.59, 南 , 精装 ,31, 板楼,1,24,510000.0,"9,175元/平",近地铁 VR房源 房本满两年 
洪家楼 印象城旁 精装 一室 南向 拎包入住 户型正气,花园小区五区,洪家楼,1室1厅 ,39.04, 南 , 简装 ,6, 板楼,1,25,550000.0,"14,089元/平",VR看装修 房本满五年 
航运路999 2室2厅 南 北,航运路999,全福区,2室2厅 ,89.99, 南 北 , 其他 ,7, 板楼,2,15,1350000.0,"15,002元/平",VR看装修 房本满五年 
洪楼新居 楼龄新 两室朝阳 双气 大院传达 出行方便,洪家楼小区,洪家楼,2室1厅 ,69.05, 南 , 其他 ,6, 板楼,0,13,1260000.0,"18,248元/平",近地铁 VR看装修 房本满五年 
此房配套齐全 出入方便 物业负责 户型方正,齐鲁世纪园,七里河,4室2厅 ,192.0, 南 北 , 简装 ,7, 板楼,29, 一年前发布,2100000.0,"10,938元/平",VR房源 随时看房 
山大北路质监局宿舍，精装，大院传达好停车，山大北邻,山大北路83号,山大路,2室1厅 ,66.21, 南 北 , 精装 ,5, 板楼,1,12,1280000.0,"19,333元/平",VR看装修 房本满五年 
恒大城大四居，工业北路，凤凰路，王舍人片区新东站,恒大城二期,王舍人,4室2厅 ,171.0, 南 北 , 精装 ,31, 板楼,15, 4个月以前发布,2250000.0,"13,158元/平",近地铁 VR看装修 随时看房 
天齐奥东花园 4室2厅 南,天齐奥东花园,建筑大学,4室2厅 ,144.0, 南 , 其他 ,24, 板楼,6, 1个月以前发布,2550000.0,"17,709元/平",VR看装修 随时看房 
房子精装修，有车位地下室，看房方便，低公摊。,天齐奥东花园,建筑大学,2室1厅 ,84.8, 北 南 , 其他 ,32, 板楼,3,10,1320000.0,"15,567元/平",VR看装修 房本满两年 
电力宿舍 复式结构 正规物业 双气 停车方便,鑫泉花园,还乡店,4室2厅 ,261.82, 南 北 , 简装 ,6, 板楼,0, 7个月以前发布,4050000.0,"15,469元/平",VR房源 随时看房 
百花公园南 中楼层 满五唯一 带小房 两室朝阳,闵子骞路,洪家楼,2室1厅 ,45.61, 南 , 精装 ,5, 板楼,11,11,750000.0,"16,444元/平",VR看装修 房本满五年 
洪家楼 精装两室 双气 中间层,花园小区四区,洪家楼,2室1厅 ,59.8, 南 北 , 精装 ,6, 板楼,3,9,1020000.0,"17,057元/平",近地铁 VR看装修 房本满五年 
房子精装修，有地下室，大楼间距，全天采光看房方便。,恒生伴山,建筑大学,2室1厅 ,94.7, 南 , 其他 ,32, 板楼,1,9,1600000.0,"16,896元/平",VR看装修 房本满两年 
东环花园 2室1厅 南 北,东环花园,洪家楼,2室1厅 ,76.39, 南 北 , 其他 ,5, 板楼,0,9,1230000.0,"16,102元/平",VR看装修 房本满五年 
尚东1956 2室2厅 南,尚东1956,建筑大学,2室2厅 ,72.45, 南 , 其他 ,29, 板楼,1,13,2450000.0,"33,817元/平",VR看装修 房本满两年 
旅游旅，花园式社区，三楼负式结构,鲁信蟠龙山花园,经十东路,6室3厅 ,202.0, 南 北 , 精装 ,3, 板楼,13, 1个月以前发布,2350000.0,"11,634元/平",VR房源 随时看房 
爱特公寓 1室1厅 北,爱特公寓,山大路,1室1厅 ,38.67, 北 , 其他 ,13, 塔楼,0,13,700000.0,"18,102元/平",VR看装修 房本满两年 
汉峪金谷 凤凰国际大两室 楼层好 随时看房 诚意出售,凤凰国际南区,经十东路,2室2厅 ,101.0, 南 , 其他 ,33, 板楼,2,27,2000000.0,"19,802元/平",VR看装修 随时看房 
绿地隆悦公馆 3室2厅 南,绿地隆悦公馆,化纤厂路,3室2厅 ,113.0, 南 , 简装 ,18, 板楼,3,19,2300000.0,"20,354元/平",VR看装修 随时看房 
御山首。府   新出满二急售好房 有钥匙随时看房,中海御山首府,华山,3室1厅 ,117.0, 南 北 , 毛坯 ,29, 板楼,11,28,1310000.0,"11,197元/平",VR看装修 随时看房 
中海华山珑城 3室1厅 南 北,中海华山珑城,华山,3室1厅 ,110.0, 南 北 , 简装 ,33, 板塔结合,0,16,1730000.0,"15,728元/平",VR房源 随时看房 
绿地城 全明两室 满二 采光视野俱佳 带地下室,绿地城,唐冶,2室2厅 ,92.0, 南 , 简装 ,33, 板楼,1,18,1200000.0,"13,044元/平",VR看装修 随时看房 
花园路 印象城 德云社 两室朝阳  双气 南北通透,花园路176号,山大路,2室1厅 ,88.68, 南 北 , 简装 ,6, 板楼,2,18,1400000.0,"15,788元/平",VR看装修 随时看房 
板桥路10号 2室2厅 南 北,板桥路10号,全福区,2室2厅 ,70.0, 南 北 , 简装 ,6, 板楼,1,18,850000.0,"12,143元/平",近地铁 VR看装修 随时看房 
南全福老东区 刚需小户型 有钥匙 总价低  楼下带小房,南全福小区老东区,全福区,2室1厅 ,63.5, 南 北 , 简装 ,6, 板楼,0,19,920000.0,"14,489元/平",VR看装修 随时看房 
蟠龙山森林公园（纯天然氧吧）脚下别墅出售,鲁信蟠龙山花园,经十东路,4室2厅 ,310.0, 南 北 , 精装 ,5, 板楼,9, 一年前发布,4400000.0,"14,194元/平",VR房源 房本满五年 随时看房 
银丰唐郡桂花园下复式上188平下165平有院子120平,银丰唐郡桂花园,唐冶,5室2厅 ,353.0, 南 北 , 精装 ,5, 板楼,74, 7个月以前发布,5790000.0,"16,403元/平",VR房源 房本满两年 随时看房 
证满两年 带地下室 小区安静  业主诚意出售,银丰山青苑,唐冶,2室1厅 ,88.68, 南 北 , 毛坯 ,32, 板楼,16, 2个月以前发布,1120000.0,"12,630元/平",VR看装修 房本满两年 随时看房 
南北通透格局，楼层好，视野开阔，采光充足，配套设施,华信路14-2,七里河,2室1厅 ,73.03, 南 北 , 其他 ,6, 板楼,9, 一年前发布,1100000.0,"15,063元/平",VR看装修 房本满两年 随时看房 
南全福 两室朝阳 单独大院 看房方便 双气 东兴寓城旁,二环东路1275号,全福区,2室2厅 ,97.0, 南 , 简装 ,6, 板楼,0,25,1400000.0,"14,433元/平",近地铁 VR房源 房本满五年 
北全福小区西区 2室2厅 南 北,北全福小区西区,全福区,2室2厅 ,78.74, 南 北 , 其他 ,6, 板楼,1,30,1100000.0,"13,971元/平",VR房源 房本满两年 
楼在小区中间位置，楼层好，业主诚心出售，产权清晰,名辉豪庭,还乡店,2室1厅 ,92.16, 南 北 , 其他 ,33, 塔楼,1,18,1540000.0,"16,711元/平",VR看装修 房本满两年 
业主诚心出售+户型方正+看房方便,舜奥华府南区,汉峪,2室2厅 ,111.14, 南 , 精装 ,23, 板楼,2,25,2800000.0,"25,194元/平",VR看装修 房本满两年 
经十路，大三居，南向视野开阔，采光好,恒大名都,唐冶,3室2厅 ,135.0, 南 , 其他 ,30, 板楼,0,31,1950000.0,"14,445元/平",VR看装修 随时看房 
全福立交 无高税 经典三室 可观河景,荣盛锦绣澜湾,全福区,3室2厅 ,107.0, 南 , 其他 ,34, 板楼,0,21,2450000.0,"22,898元/平",VR房源 随时看房 
华皓二期 楼座位置好 视野开阔,华皓英伦联邦,汉峪,3室2厅 ,124.53, 南 北 , 简装 ,26, 板楼,10,31,3750000.0,"30,114元/平",VR看装修 随时看房 
新上房源 小高层  全屋精装未入住 大三室,新城香溢澜庭,王舍人,3室2厅 ,129.34, 南 , 精装 ,18, 板楼,8,29,1950000.0,"15,077元/平",VR看装修 随时看房 
一步大三室  精装修出售 随时看房,碧桂园翡翠雅郡北区,经十东路,3室2厅 ,130.0, 南 北 , 精装 ,24, 板楼,1,26,1350000.0,"10,385元/平",VR看装修 随时看房 
新城香溢澜庭 3室1厅 南,新城香溢澜庭,王舍人,3室1厅 ,106.0, 南 , 简装 ,17, 板楼,0,23,1700000.0,"16,038元/平",VR看装修 随时看房 
房子楼层低，价格合适，小区单独大院，停车方便,百花小区,七里河,2室1厅 ,75.72, 南 北 , 其他 ,5, 板楼,1,26,1300000.0,"17,169元/平",VR看装修 随时看房 
保利海德公馆 3室1厅 南 北,保利海德公馆,祝甸,3室1厅 ,139.4, 南 北 , 精装 ,33, 板楼,3,21,2800000.0,"20,087元/平",近地铁 VR房源 随时看房 
涵玉翠岭 正规大三室 产权清晰 山景房 两梯两户,涵玉翠岭,汉峪,3室2厅 ,147.0, 南 北 , 其他 ,18, 板楼,4,18,3050000.0,"20,749元/平",VR看装修 随时看房 
万象北区三室全明户型满五唯一诚心出售,万象新天北一区,王舍人,3室2厅 ,101.88, 南 北 , 其他 ,28, 板楼,0,24,1380000.0,"13,546元/平",VR看装修 随时看房 
将军花园新区 2室2厅 南 北,将军花园新区,还乡店,2室2厅 ,110.0, 南 北 , 其他 ,18, 板楼,0,28,1450000.0,"13,182元/平",VR房源 随时看房 
户型方正，全明户型。高楼层，精装未住，采光好，,中海华山珑城,华山,3室2厅 ,128.0, 南 北 , 其他 ,33, 板楼,2,20,1900000.0,"14,844元/平",VR看装修 随时看房 
鲁商凤凰城，精装三室，好楼层，全天采光，随时看房,鲁商凤凰城,唐冶,3室2厅 ,123.22, 南 北 , 精装 ,32, 板楼,1,18,1750000.0,"14,203元/平",VR房源 随时看房 
全福 电梯洋房  低密度 紧靠大润发,水天福苑,全福区,2室2厅 ,111.27, 南 北 , 其他 ,15, 暂无数据,2,16,1439000.0,"12,933元/平",VR看装修 随时看房 
碧桂园翡翠雅郡 3室2厅 南,碧桂园翡翠雅郡,经十东路,3室2厅 ,142.04, 南 , 其他 ,26, 板楼,0,21,1400000.0,"9,857元/平",VR看装修 随时看房 
旅游路三室户型，南北通透格局 有车位地下室,龙山希思庄园,经十东路,3室2厅 ,125.0, 南 北 , 简装 ,18, 板塔结合,2,22,1380000.0,"11,040元/平",VR看装修 随时看房 
11层洋房，有证可贷款 有车位，过两年 礼轩，没上过学,银丰唐郡玫瑰园,唐冶,3室2厅 ,99.71, 北 南 , 其他 ,11, 板楼,6,16,1700000.0,"17,050元/平",VR看装修 随时看房 
满二免高税 中楼层 南北通透 带产权车位地下室,鲁能泰山7号,唐冶,3室2厅 ,127.87, 南 北 , 其他 ,32, 板楼,2,23,1950000.0,"15,250元/平",VR看装修 随时看房 
4月份就满两年，带地下室，16.27平,中新锦绣天地,济钢,3室1厅 ,124.05, 南 , 毛坯 ,18, 板楼,8,27,1880000.0,"15,156元/平",VR看装修 随时看房 
花园式社区 还乡店 景苑花园 双气 满五唯一 诚意出售,景苑花园,还乡店,1室1厅 ,64.55, 南 北 , 精装 ,8, 板楼,0, 1个月以前发布,840000.0,"13,014元/平",VR房源 房本满五年 
两室一厅 南北通透 洪家楼广场   近地铁  印象城,花园小区四区,洪家楼,2室1厅 ,56.11, 南 北 , 简装 ,6, 板楼,0,21,980000.0,"17,466元/平",VR看装修 房本满五年 
洪家楼 一楼 有院子 小两室 前后开门 南向 居住舒适,花园小区五区,洪家楼,2室1厅 ,41.86, 南 , 精装 ,6, 板楼,8,21,780000.0,"18,634元/平",VR房源 房本满五年 
洪楼商圈 房龄新 紧挨淘宝街印象城 双气 停车方便,洪家楼小区,洪家楼,2室2厅 ,112.38, 南 , 简装 ,6, 板楼,1,23,2060000.0,"18,331元/平",近地铁 VR房源 房本满五年 
洪家楼 印象城旁 好楼层 客厅窗 双气 低总价,花园小区三区,洪家楼,2室1厅 ,68.51, 南 北 , 简装 ,6, 板楼,3,30,1020000.0,"14,889元/平",近地铁 VR看装修 房本满两年 
急售房源，南北通透，低于市场价2%，价格可聊,花园小区三区,洪家楼,2室1厅 ,62.23, 南 北 , 简装 ,6, 板楼,2,22,950000.0,"15,266元/平",近地铁 VR看装修 房本满五年 
省图书馆，百花公园，二楼，双气，有车位,洪楼小区,洪家楼,2室1厅 ,58.05, 南 北 , 毛坯 ,6, 板楼,2,26,960000.0,"16,538元/平",VR看装修 房本满五年 
此房南北通透，户型好，视野宽阔。,济钢新村南区和东区,济钢,2室1厅 ,71.11, 南 北 , 其他 ,6, 板楼,0, 2个月以前发布,880000.0,"12,376元/平",近地铁 VR看装修 房本满五年 随时看房 
济钢新村两室 经典户型 户型方正 采光好 免费停车,济钢新村南区和东区,济钢,2室1厅 ,71.11, 南 北 , 其他 ,6, 板楼,1, 5个月以前发布,860000.0,"12,094元/平",近地铁 VR看装修 房本满五年 随时看房 
中间楼层，位置好，价格低，无抵押，出行方便,济钢新村南区和东区,济钢,1室1厅 ,48.77, 南 , 其他 ,6, 板楼,10, 2个月以前发布,480000.0,"9,843元/平",近地铁 VR看装修 房本满五年 随时看房 
业主诚心出售，精装修，看房方便。,济钢新村南区和东区,济钢,1室1厅 ,49.29, 南 北 , 其他 ,5, 板楼,4, 1个月以前发布,630000.0,"12,782元/平",近地铁 VR房源 房本满两年 随时看房 
洪家楼 花园小区 精装两室 两室朝阳 证满两年 价格低,花园小区四区,洪家楼,2室1厅 ,57.57, 南 北 , 精装 ,6, 板楼,21, 5个月以前发布,850000.0,"14,765元/平",近地铁 VR看装修 房本满两年 随时看房 
小清河旁 两居室 中间楼层 视野开阔 采光充足,清河园,全福区,2室1厅 ,69.26, 北 南 , 简装 ,4, 板楼,14, 一年前发布,750000.0,"10,829元/平",VR看装修 房本满五年 随时看房 
此房满五唯一，格局好，视野宽阔，采光充足，交通便利,工业南路307,七里河,2室1厅 ,61.51, 南 , 简装 ,6, 板楼,0, 1个月以前发布,1050000.0,"17,071元/平",VR房源 房本满五年 随时看房 
南全福小区非顶小两室  总价低位置佳,南全福小区老东区,全福区,2室1厅 ,63.63, 南 北 , 精装 ,6, 板楼,11, 4个月以前发布,920000.0,"14,459元/平",VR房源 房本满五年 随时看房 
王舍人镇政府宿舍创业楼 2室2厅 南 北,王舍人镇政府宿舍创业楼,王舍人,2室2厅 ,100.31, 南 北 , 其他 ,7, 暂无数据,3, 4个月以前发布,1120000.0,"11,166元/平",近地铁 VR看装修 房本满两年 随时看房 
成熟社区 出行方便 生活方便 诚意出售,辛祝路16号,祝甸,2室2厅 ,96.35, 南 北 , 简装 ,4, 板楼,2, 9个月以前发布,1420000.0,"14,738元/平",近地铁 VR房源 房本满五年 随时看房 
二环东 七里堡地铁口   一楼好房,洪苑小区,祝甸,2室0厅 ,49.17, 南 , 其他 ,6, 板楼,3, 8个月以前发布,796000.0,"16,189元/平",近地铁 VR看装修 房本满五年 随时看房 
富翔天地5楼 南北通透 楼层好 采光充足 配套设施齐全,富翔天地,祝甸,2室2厅 ,93.76, 南 北 , 精装 ,6, 板楼,50, 一年前发布,1530000.0,"16,319元/平",VR看装修 房本满五年 随时看房 
富翔小三居，精装电梯房，带20平左右小露台,富翔天地,祝甸,3室2厅 ,109.6, 南 北 , 精装 ,11, 板楼,112, 一年前发布,1860000.0,"16,971元/平",近地铁 VR看装修 房本满五年 随时看房 
上海花园  两室户型  低楼层有露台,上海花园,祝甸,2室2厅 ,91.13, 南 , 其他 ,6, 板楼,10, 2个月以前发布,1630000.0,"17,887元/平",近地铁 VR房源 房本满五年 随时看房 
此房满二年， 无抵押 产权清晰 一梯两户 公摊少,石桥小区,全福区,2室2厅 ,106.34, 南 北 , 其他 ,7, 板楼,2, 4个月以前发布,1360000.0,"12,790元/平",VR房源 房本满两年 随时看房 
铁矿宿舍，万虹广场 王舍人片区，新东站 工业北路,铁矿宿舍,王舍人,2室1厅 ,62.0, 南 北 , 简装 ,5, 暂无数据,13, 4个月以前发布,730000.0,"11,775元/平",近地铁 VR看装修 房本满两年 随时看房 
此房南北通透， 视野开阔，采光充足，配套设施齐全,石桥小区,全福区,2室2厅 ,107.11, 南 北 , 简装 ,6, 板楼,0, 6个月以前发布,1300000.0,"12,138元/平",VR房源 房本满两年 随时看房 
满五唯一，南北通透格局      楼楼层好，采光不受限制,北全福小区西区,全福区,2室1厅 ,65.44, 南 北 , 其他 ,5, 板楼,3, 9个月以前发布,900000.0,"13,754元/平",VR看装修 房本满五年 随时看房 
1.位置好 2.楼层好 3.户型南北通透,大学南苑,山大路,3室2厅 ,130.05, 南 北 , 毛坯 ,7, 板楼,35, 9个月以前发布,1850000.0,"14,226元/平",VR看装修 房本满五年 随时看房 
此房满五年 带车位地下室  出行方便 配套齐全,幸福苑,还乡店,2室2厅 ,86.71, 南 北 , 其他 ,7, 板楼,1, 7个月以前发布,1260000.0,"14,532元/平",VR看装修 房本满五年 随时看房 
洪家楼 德云社旁 两室朝阳 有地下室,福润康城,洪家楼,2室1厅 ,81.49, 南 , 简装 ,11, 塔楼,16, 10个月以前发布,1280000.0,"15,708元/平",VR看装修 房本满五年 随时看房 
此房满五年，免高税。高楼层，采光好，视野无遮挡,金羚名人大第,七里河,3室2厅 ,133.02, 南 北 , 简装 ,7, 板楼,10, 8个月以前发布,2100000.0,"15,788元/平",VR看装修 房本满五年 随时看房 
洪家楼地铁口 南北通风 中间层,花园小区四区,洪家楼,2室1厅 ,64.5, 南 北 , 其他 ,6, 板楼,6, 5个月以前发布,950000.0,"14,729元/平",近地铁 VR看装修 房本满五年 随时看房 
七里堡北南全福一楼大四室60平小院满五唯一稀que户型,南全福小区老东区,全福区,4室2厅 ,126.03, 南 北 , 其他 ,6, 板楼,18, 一年前发布,1760000.0,"13,965元/平",VR房源 房本满五年 随时看房 
二环东路 洪苑社区 两室非顶 小区安静,洪苑小区,祝甸,2室1厅 ,60.89, 南 , 简装 ,6, 板楼,22, 10个月以前发布,820000.0,"13,467元/平",近地铁 VR看装修 房本满五年 随时看房 
有电梯  中间楼层  房主自住 诚心出售,上海花园,祝甸,2室1厅 ,109.93, 南 , 精装 ,18, 板楼,14, 3个月以前发布,1630000.0,"14,828元/平",近地铁 VR看装修 房本满五年 随时看房 
精装两室，价格合适，楼层好，全天采光,中铁逸都国际,汉峪,2室2厅 ,87.68, 南 北 , 精装 ,24, 板楼,9, 4个月以前发布,1580000.0,"18,021元/平",VR看装修 房本满五年 随时看房 
