中铁汇苑 2室2厅 南,中铁汇苑,奥体中路,2室2厅 ,98.75, 南 , 简装 ,26, 板塔结合,37, 11个月以前发布,2000000.0,"20,254元/平",近地铁 VR看装修 房本满五年 随时看房 
未来城，精装两居公寓，40年产权，户型方正，采光好,未来城,国际会展中心,2室1厅 ,88.42, 北 , 精装 ,18, 塔楼,40, 一年前发布,740000.0,"8,370元/平",VR房源 
精装修南北通透 带地下室，有车位 高楼层采光好,万科金域国际,齐鲁软件园,3室2厅 ,145.7, 南 北 , 精装 ,24, 板楼,1, 3个月以前发布,3700000.0,"25,395元/平",VR看装修 
新生活家园南北通透，康虹路，中等楼层，采光*好,新生活家园北区,康虹路,2室2厅 ,101.7, 南 北 , 简装 ,5, 板楼,40, 一年前发布,1700000.0,"16,716元/平",VR看装修 
CBD旁 毛坯三居室 户型方正 满2年 无高税 随时能看,中垠雅苑,齐鲁软件园,3室2厅 ,118.0, 南 , 毛坯 ,33, 板楼,6, 1个月以前发布,2660000.0,"22,543元/平",VR看装修 
此房楼层好，采光好，有车位，人车分流，万科物业,丰奥嘉园南区,奥体中路,2室2厅 ,101.5, 南 北 , 简装 ,21, 板楼,23, 一年前发布,1900000.0,"18,720元/平",近地铁 VR看装修 
鑫苑国际新上两室 万达旁 免高税 采光好,鑫苑国际城市花园,国际会展中心,2室2厅 ,76.95, 南 , 精装 ,18, 板楼,7, 7个月以前发布,1430000.0,"18,584元/平",VR看装修 
精装自住 小高层 带地下车位 随时可看 诚意出售,万达华府,国际会展中心,3室2厅 ,140.0, 南 北 , 精装 ,16, 板楼,14, 9个月以前发布,3359000.0,"23,993元/平",VR看装修 
总高11层 南北通透 自住装修 采光视野好 低密度社区,新生活家园北区,康虹路,2室1厅 ,97.78, 南 北 , 精装 ,11, 板楼,19, 7个月以前发布,1685000.0,"17,233元/平",VR看装修 
未来城精装宜住两居室 小区位置好 生活交通便利,未来城,国际会展中心,2室1厅 ,88.42, 北 , 简装 ,18, 塔楼,81, 一年前发布,820000.0,"9,274元/平",VR房源 
黄 金时代精装四室 南北通透 带车位地下室 环境优美,黄金时代,齐鲁软件园,4室2厅 ,183.0, 南 北 , 精装 ,11, 板楼,19, 10个月以前发布,4200000.0,"22,951元/平",VR房源 
凤凰SOHO 精装修 南向上下两层 近地铁口 诚意卖,凤凰SOHO,康虹路,1室1厅 ,42.88, 南 , 精装 ,22, 塔楼,3, 1个月以前发布,480000.0,"11,195元/平",VR房源 
鑫苑国际城市花园，万达旁大三居，优质楼层，采光好。,鑫苑国际城市花园,国际会展中心,3室2厅 ,114.58, 南 , 简装 ,27, 塔楼,2, 2个月以前发布,2000000.0,"17,456元/平",VR看装修 
精装三居，不临街，满五年唯一，带产权车地下室。,国华印象,齐鲁软件园,3室2厅 ,150.0, 南 北 , 精装 ,25, 板楼,28, 3个月以前发布,3550000.0,"23,667元/平",VR看装修 
康桥颐东 1室1厅 北,康桥颐东,奥体中路,1室1厅 ,79.6, 北 , 简装 ,26, 板塔结合,5, 5个月以前发布,1490000.0,"18,719元/平",近地铁 VR看装修 
高新万达 国际会展旁 香格里拉  精装中间楼层,汇展香格里拉,国际会展中心,2室1厅 ,92.85, 南 , 精装 ,27, 塔楼,16, 一年前发布,950000.0,"10,232元/平",VR房源 
康桥颐东，花园洋房，南北通透，带25平米小院。,康桥颐东,奥体中路,2室2厅 ,95.0, 南 北 , 精装 ,11, 板楼,85, 一年前发布,2650000.0,"27,895元/平",VR看装修 
此房证满两年 南向 配套齐全 诚意出售,康桥颐东,奥体中路,2室1厅 ,90.71, 南 , 简装 ,26, 板塔结合,16, 一年前发布,2000000.0,"22,049元/平",近地铁 VR看装修 
可三室带地下室+精装可拎包入住+采光无影响,明湖白鹭郡,康虹路,2室2厅 ,99.61, 南 北 , 精装 ,18, 板楼,23, 1个月以前发布,1650000.0,"16,565元/平",VR房源 
中铁汇苑  精装修两室  视野好,中铁汇苑,奥体中路,2室2厅 ,98.88, 南 北 , 精装 ,28, 板塔结合,4, 10个月以前发布,2600000.0,"26,295元/平",VR看装修 
雅居园小区 低公摊 小洋房  1梯2户  有车位地下室,雅居园小区,齐鲁软件园,3室2厅 ,142.74, 南 , 简装 ,11, 板楼,8, 3个月以前发布,3700000.0,"25,922元/平",VR看装修 
鑫苑国际三居、工业南路万达商圈、交通便利、诚售,鑫苑国际城市花园,国际会展中心,3室1厅 ,94.0, 南 北 , 其他 ,18, 板楼,27, 一年前发布,1650000.0,"17,554元/平",VR看装修 
满5年税费少 中间楼层 采光视线不错 一梯两户15%公摊,新生活家园北区,康虹路,2室1厅 ,92.64, 南 北 , 简装 ,11, 板楼,35, 一年前发布,1700000.0,"18,351元/平",VR看装修 
此房源满五年唯一，带一个车位另算，业主诚意出售,雅居园小区,齐鲁软件园,2室1厅 ,90.0, 南 , 其他 ,18, 板塔结合,15, 一年前发布,2270000.0,"25,223元/平",VR看装修 
高新区 四室户型 高楼层 采光好 诚心出售 看房方便,黄金时代,齐鲁软件园,4室2厅 ,145.0, 南 北 , 精装 ,7, 板塔结合,11, 8个月以前发布,3000000.0,"20,690元/平",VR看装修 
"山大教育，双卧朝阳客厅带大阳台采光棒 随时可看,满二",龙园,齐鲁软件园,2室1厅 ,96.0, 南 , 简装 ,26, 板楼,4, 一年前发布,1850000.0,"19,271元/平",VR看装修 
齐鲁软件园，凤凰soho公寓，精装修看房方便,凤凰SOHO,康虹路,1室1厅 ,40.0, 西 , 精装 ,18, 塔楼,0, 一年前发布,450000.0,"11,250元/平",VR房源 
房子好楼层，公摊小，业主诚心出售.看房方便,雅居园小区,齐鲁软件园,2室2厅 ,101.93, 南 , 简装 ,6, 板楼,63, 一年前发布,1919000.0,"18,827元/平",VR看装修 
高新万达旁 南北通透两居室 看房方便，诚心出售,明湖白鹭郡,康虹路,2室2厅 ,93.0, 南 北 , 其他 ,18, 板楼,8, 一年前发布,1650000.0,"17,742元/平",VR看装修 
雅居园 南北通透  复式动静分离  拎包入住,雅居园小区,齐鲁软件园,4室2厅 ,244.47, 南 北 , 精装 ,11, 塔楼,47, 一年前发布,5300000.0,"21,680元/平",VR房源 
上下两层LOFT结构，民水民电 ，装修保养精致,凤凰SOHO,康虹路,2室1厅 ,43.03, 北 , 其他 ,22, 塔楼,25, 一年前发布,480000.0,"11,156元/平",VR房源 
通透3室，双气三线，无抵押无户口，房东急售,汇展香格里拉,国际会展中心,3室2厅 ,87.46, 东北 , 精装 ,27, 塔楼,12, 4个月以前发布,890000.0,"10,177元/平",VR房源 
此房满两年，低楼层，出行方便，采光好前面无遮挡。,茗筑美嘉,康虹路,2室1厅 ,94.35, 南 , 简装 ,24, 板楼,5, 5个月以前发布,1800000.0,"19,078元/平",VR看装修 
小区好位置，带车位地下室，看房方便视野好,中海奥龙觀邸,汉峪,2室2厅 ,86.43, 南 , 精装 ,28, 板楼,2, 2个月以前发布,2390000.0,"27,653元/平",VR看装修 
高新会展旁 南向 高楼层非顶 业主诚意出售 看房随时,汇展香格里拉,国际会展中心,1室1厅 ,70.72, 南 , 精装 ,31, 塔楼,1, 4个月以前发布,720000.0,"10,181元/平",VR房源 
万达旁 精装大三居 户型方正通透 带地下室 全天采光,盛世花城,国际会展中心,3室1厅 ,145.71, 南 , 精装 ,18, 板楼,2, 2个月以前发布,2850000.0,"19,560元/平",VR看装修 
东城逸家 奥龙精装两室 有车位,中海奥龙觀邸,汉峪,2室2厅 ,86.56, 南 , 精装 ,24, 板楼,15, 11个月以前发布,2650000.0,"30,615元/平",VR看装修 
房子三室两厅一厨一卫 房主诚心出售,雅居园小区,齐鲁软件园,3室2厅 ,100.43, 东南 , 精装 ,18, 板塔结合,101, 一年前发布,2300000.0,"22,902元/平",VR看装修 
好楼层 带燃气 房子有车位 诚心出售,龙湖奥东11号,汉峪,1室1厅 ,49.0, 南 , 精装 ,32, 塔楼,3, 3个月以前发布,880000.0,"17,960元/平",VR房源 
万科金域国际 有车位地下室 精装 南北通透,万科金域国际,齐鲁软件园,3室2厅 ,131.74, 南 北 , 精装 ,28, 板楼,24, 3个月以前发布,2850000.0,"21,634元/平",VR看装修 
龙湖奥东11号 2室1厅 北,龙湖奥东11号,汉峪,2室1厅 ,55.0, 北 , 其他 ,32, 塔楼,5, 2个月以前发布,880000.0,"16,000元/平",VR房源 
人流量大+交通便利+采光好+大型商场+诚心出售,理想新城,世纪大道,3室2厅 ,143.0, 南 北 , 精装 ,11, 板楼,19, 9个月以前发布,2550000.0,"17,833元/平",VR看装修 
万达华府  带车位地下室 精装修大四室 户型方正,万达华府,国际会展中心,4室2厅 ,191.3, 南 北 , 精装 ,30, 板楼,7, 7个月以前发布,4500000.0,"23,524元/平",VR看装修 
房主急售，龙奥地段带燃气一居室,龙湖奥东11号,汉峪,2室1厅 ,53.96, 南 , 精装 ,32, 塔楼,19, 1个月以前发布,900000.0,"16,680元/平",VR房源 
未来城 诚心出售 随时可看 带车位地下室，全明户型,未来城,国际会展中心,2室2厅 ,93.0, 南 , 简装 ,27, 板楼,25, 一年前发布,1650000.0,"17,742元/平",VR看装修 
高新万达 万达华府 精装三居室 拎包入住,万达华府,国际会展中心,3室2厅 ,135.14, 南 北 , 精装 ,30, 板楼,12, 9个月以前发布,2850000.0,"21,090元/平",VR看装修 
高新万达旁边，商圈繁华，配套齐全。,水晶东座,世纪大道,2室1厅 ,84.4, 南 北 , 精装 ,17, 板楼,0, 一年前发布,1430000.0,"16,944元/平",VR看装修 
七十年产权住宅 高层建筑 公摊小 诚心出售,新生活家园南区,国际会展中心,2室1厅 ,74.18, 南 , 精装 ,28, 塔楼,56, 一年前发布,1190000.0,"16,043元/平",VR看装修 
高新会展旁 南向 中间楼层 业主诚意出售 看房随时,汇展香格里拉,国际会展中心,2室2厅 ,112.97, 南 , 精装 ,27, 塔楼,4, 3个月以前发布,1050000.0,"9,295元/平",VR房源 
精装交付，家具家电齐全，万科物业，带车位,万科麓城,齐鲁软件园,3室2厅 ,95.0, 南 , 精装 ,32, 板楼,5, 10个月以前发布,2510000.0,"26,422元/平",VR看装修 
精装修  中间楼层 位置好 采光好 房产证满两年,祥泰新河湾,康虹路,2室2厅 ,83.09, 南 北 , 精装 ,31, 板楼,13, 7个月以前发布,1320000.0,"15,887元/平",VR看装修 
祥泰北区，碧桂园物业，全明两居，诚意出售,祥泰新河湾,康虹路,2室2厅 ,79.67, 南 , 精装 ,34, 板楼,26, 6个月以前发布,1320000.0,"16,569元/平",VR看装修 
带地下室 洋房出售 房主置换诚意卖,未来城,国际会展中心,3室2厅 ,123.0, 南 , 精装 ,5, 板楼,19, 7个月以前发布,2680000.0,"21,789元/平",VR看装修 
汉峪金谷舜泰广场北邻 龙园小区 南邻经十路,龙园,齐鲁软件园,3室2厅 ,160.0, 南 北 , 精装 ,27, 板楼,46, 3个月以前发布,2850000.0,"17,813元/平",VR房源 
新生活家园南区 户型方正 交通生活便利,新生活家园南区,国际会展中心,2室1厅 ,84.6, 东北 , 精装 ,28, 塔楼,5, 7个月以前发布,1420000.0,"16,785元/平",VR看装修 
高新汇展商圈 价格可谈，随时看房 诚意出售,汇展香格里拉,国际会展中心,1室1厅 ,63.0, 北 , 简装 ,31, 塔楼,2, 7个月以前发布,590000.0,"9,366元/平",VR房源 随时看房 
高新汇展商圈 价格可谈，随时看房 诚意出售,汇展香格里拉,国际会展中心,1室1厅 ,70.92, 北 , 其他 ,31, 塔楼,0, 6个月以前发布,700000.0,"9,871元/平",VR房源 随时看房 
此房南向精装修，满五唯一，高楼层，采光好。,黄金时代,齐鲁软件园,1室1厅 ,48.0, 南 , 简装 ,7, 板塔结合,4, 7个月以前发布,850000.0,"17,709元/平",VR看装修 随时看房 
凤凰soho 公寓住宅 可办公 可自住,凤凰SOHO,康虹路,1室0厅 ,40.0, 南 , 精装 ,22, 塔楼,11, 一年前发布,430000.0,"10,750元/平",VR房源 随时看房 
鑫苑国际城市花园 1室1厅 南,鑫苑国际城市花园,国际会展中心,1室1厅 ,38.0, 南 , 精装 ,18, 塔楼,0, 4个月以前发布,420000.0,"11,053元/平",VR房源 随时看房 
龙奥天街，精致公寓环境优美1室1厅,华创观礼中心,汉峪,1室1厅 ,35.37, 北 , 精装 ,33, 板楼,6, 7个月以前发布,430000.0,"12,158元/平",VR房源 随时看房 
楼层好，采光好，交通便利，配套齐全，生活便利,高新万达广场,国际会展中心,1室0厅 ,46.13, 东 , 精装 ,27, 板楼,1, 5个月以前发布,520000.0,"11,273元/平",VR房源 随时看房 
精装一居室的住宅，楼层好，总价低，配套齐全,新生活家园南区,国际会展中心,1室1厅 ,49.8, 北 , 简装 ,5, 塔楼,11, 一年前发布,640000.0,"12,852元/平",VR看装修 随时看房 
奥体东！上下两层复式！10万再精装！地铁口出行方便！,龙湖奥东11号,汉峪,1室1厅 ,45.27, 南 , 精装 ,22, 塔楼,3, 1个月以前发布,820000.0,"18,114元/平",VR房源 随时看房 
诚心出售，万达商圈，配套完善，生活方便,汇展香格里拉,国际会展中心,2室1厅 ,113.0, 南 , 简装 ,27, 塔楼,3, 6个月以前发布,1290000.0,"11,416元/平",VR房源 随时看房 
正规一室  有证可贷款  看房方便有钥匙,三庆齐盛广场,齐鲁软件园,1室0厅 ,43.0, 北 , 简装 ,29, 塔楼,2, 3个月以前发布,430000.0,"10,000元/平",VR房源 随时看房 
明湖白鹭郡 精装40平一居室 高楼层 采光好 视野开阔,明湖白鹭郡,康虹路,1室1厅 ,41.0, 北 , 精装 ,20, 塔楼,49, 10个月以前发布,680000.0,"16,586元/平",VR看装修 随时看房 
证满两年 免增值税 纯南向 双气,汇展香格里拉,国际会展中心,1室1厅 ,70.0, 南 , 精装 ,31, 塔楼,2, 一年前发布,780000.0,"11,143元/平",VR房源 随时看房 
未来城南向公寓，低楼层，业主保持的干净整洁。,未来城,国际会展中心,1室1厅 ,53.09, 南 , 简装 ,17, 塔楼,4, 一年前发布,500000.0,"9,418元/平",VR房源 随时看房 
高新万达广场 交通便利 精装修 生活方便 楼层好,高新万达广场,国际会展中心,1室0厅 ,48.55, 西 , 精装 ,27, 塔楼,2, 3个月以前发布,450000.0,"9,269元/平",VR房源 随时看房 
高新万达广场 交通便利 生湖泊方便  楼层好 视野开阔,高新万达广场,国际会展中心,1室1厅 ,55.0, 北 , 精装 ,28, 板楼,1, 3个月以前发布,495000.0,"9,000元/平",VR房源 随时看房 
满五年 两室朝南 采光好 诚心卖,鑫苑国际城市花园,国际会展中心,2室1厅 ,78.0, 南 , 精装 ,24, 塔楼,11, 3个月以前发布,1300000.0,"16,667元/平",VR看装修 随时看房 
万达地段，住宅一居已改两室，诚心出售，价可谈,鑫苑国际城市花园,国际会展中心,1室2厅 ,59.6, 南 , 简装 ,18, 板楼,3, 8个月以前发布,1080000.0,"18,121元/平",VR看装修 随时看房 
有双气 ，采光好 通风好 带装修,盛世花城公寓,国际会展中心,1室0厅 ,51.37, 南 , 简装 ,15, 塔楼,15, 5个月以前发布,400000.0,"7,787元/平",VR房源 随时看房 
高新区理想新城 方正写字间出售  有钥匙随时看,理想新城,世纪大道,1室1厅 ,99.36, 南 北 , 简装 ,24, 塔楼,5, 一年前发布,750000.0,"7,549元/平",VR房源 随时看房 
黄金时代 2室2厅 南,黄金时代,齐鲁软件园,2室2厅 ,97.0, 南 , 简装 ,7, 板塔结合,13, 2个月以前发布,1250000.0,"12,887元/平",VR看装修 随时看房 
生活配套齐全交通便利，价格合适，楼层好，采光好。,凤凰SOHO,康虹路,2室1厅 ,46.0, 南 北 , 毛坯 ,22, 塔楼,7, 一年前发布,580000.0,"12,609元/平",VR房源 随时看房 
未来城一室 配套成熟 房主诚意出售,未来城,国际会展中心,1室1厅 ,41.41, 东南 , 精装 ,17, 塔楼,25, 一年前发布,390000.0,"9,419元/平",VR房源 随时看房 
高新区齐鲁软件园西小面积住宅.,黄金时代,齐鲁软件园,1室1厅 ,33.35, 北 , 简装 ,7, 板塔结合,0, 1个月以前发布,650000.0,"19,491元/平",VR看装修 随时看房 
南向 好楼层，税费低，采光视野好,凤凰SOHO,康虹路,1室1厅 ,43.0, 南 , 其他 ,22, 塔楼,0, 4个月以前发布,450000.0,"10,466元/平",VR房源 
小区洋房，位置好，不沿街，小区生活方便，地段好,鑫苑国际城市花园,国际会展中心,2室2厅 ,76.69, 南 , 其他 ,18, 板楼,13, 一年前发布,1350000.0,"17,604元/平",VR看装修 
齐鲁软件园二居室，        满五年,黄金时代,齐鲁软件园,3室1厅 ,64.07, 南 北 , 简装 ,7, 板楼,5, 10个月以前发布,1240000.0,"19,354元/平",VR看装修 
丰奥嘉园  两室 免高税 万科物业,丰奥嘉园北区,奥体中路,2室2厅 ,100.0, 南 , 精装 ,32, 板楼,4, 2个月以前发布,1790000.0,"17,900元/平",VR看装修 
中垠雅苑！三居！房主诚心出售！看房方便！！！,中垠雅苑,齐鲁软件园,3室2厅 ,117.33, 南 北 , 简装 ,33, 板楼,7, 7个月以前发布,2690000.0,"22,927元/平",VR看装修 
此房已经满五年，南北通风性比较好，，居住舒适度高,小鸭集团宿舍,世纪大道,2室1厅 ,84.0, 南 , 简装 ,6, 板楼,0, 7个月以前发布,1290000.0,"15,358元/平",VR看装修 
业主自住，采光好，全明户型，卫生间有窗户，人车分流,中海天悦府,齐鲁软件园,2室1厅 ,90.13, 南 北 , 其他 ,32, 板楼,6,19,1800000.0,"19,972元/平",VR看装修 
精装婚房出售 工业南路海信贤文中心 可贷款急售！,海信贤文中心,奥体中路,1室1厅 ,43.49, 西 , 其他 ,26, 塔楼,2,28,450000.0,"10,348元/平",近地铁 VR房源 
高新复式公寓 精装 交通便捷 83平使用面积160平,凤凰SOHO,康虹路,1室1厅 ,82.37, 西 , 精装 ,19, 塔楼,0,2,950000.0,"11,534元/平",VR房源 
三庆齐盛广场 1室1厅 南,三庆齐盛广场,齐鲁软件园,1室1厅 ,43.67, 南 , 其他 ,29, 塔楼,1, 3个月以前发布,620000.0,"14,198元/平",VR房源 随时看房 
凤凰SOHO 1室1厅 东,凤凰SOHO,康虹路,1室1厅 ,41.0, 东 , 其他 ,22, 塔楼,0, 2个月以前发布,620000.0,"15,122元/平",VR房源 随时看房 
高新万达广场 1室1厅 西,高新万达广场,国际会展中心,1室1厅 ,53.14, 西 , 其他 ,27, 塔楼,0, 3个月以前发布,560000.0,"10,539元/平",VR房源 随时看房 
楼层高，视野开阔，产权明晰，首套房可首付三成即可。,汇展香格里拉,国际会展中心,2室2厅 ,86.34, 南 , 其他 ,27, 塔楼,1, 4个月以前发布,1050000.0,"12,162元/平",VR房源 随时看房 
双气，能贷款，位置好，价格低，诚心出售,汇展香格里拉,国际会展中心,2室1厅 ,81.69, 西北 西 北 , 其他 ,31, 塔楼,0, 1个月以前发布,720000.0,"8,814元/平",VR房源 随时看房 
